title,filename,permalink,transcription,translation
"Great Britain Board of Trade plantation reports [5], 1717-1722",991411058805867_Ayer_MS_339_00365-1.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7W7ZEP,"725.

Whitehall Nov.r 4th 1719.

My Lords,

Mr. Pulteney & Mr. Bladen His Majesty's Commissarys at the Court of France being instructed to correspond with You & to desire your Advice upon any Difficultys that may occur & follow your Directions in all Matters, relating to their negotiations, I send your Lordps a Copy of the Instructions to the said Mr. Pulteney & Mr. Bladen by #:# Comand of the Lords Justices, to the end you may take notice of that part of them particularly, to:ch relates to their corresponding with you, & to your giving them Advice & Directions, to:ch their Ex:cy do accordingly direct You to do as there may be occasion.  I am,

My Lords, 

Your Lord:sps

Most Obedient humble
Servant.
Ch. Delafaye

Com:rs for Trade &c",
"Great Britain Board of Trade plantation reports [5], 1717-1722",991411058805867_Ayer_MS_339_00367-1.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7W7N62,"729
Copy Parker. C: Argyll & Greenwich. Roxburgh. Berkeley. I:  Craggs.

Instructions for Daniel Pulteney and Martin Bladen Esq:s appointed His Majesty's Commissaries to treat with the Commissary or Commissaries to be appointed by the Most Christian King.  Given at Whitehal Septem:r 3rd 1719.  In the 6th Year of His Majesty's Reign.

Together with these Instructions you will receive His Majesty's Commission under the Great Seal of Great Britain appointing you the said Daniel Pulteney and Martin Bladen joyntly and severally to be his Majesty's Commissaries for treating of and concluding with the Commissary or Commissaries on the part of the French King all such Matters and Things as are referr'd to Your Cognizance & Determination by the said Commission, in pursuance of the 10th: 11th: 12th: 13th: 14th: and 15th: Articles of the Treaty of Peace concluded at Utrecht the 31 Day of March/April in the Year of Our Lord 1713 between Her late Majesty Queen Anne & Lewis the 14th late the most Christian King.

You are therefore with all convenient Speed to repair to the French Court where you are to meet the Commissary or Commissaries to

be",
"Great Britain Board of Trade plantation reports [5], 1717-1722",991411058805867_Ayer_MS_339_00368-0.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WUBRI,"730.

be appointed by the Most Christian King to whom you shall communicate your full powers, and at the  same time inspect the Commission or powers given to him or them in order to see whether they be in due and sufficient form, in which Case You are to enter into Treaty with the said Commissary or Commissaries, wherein you shall proceed, as directed by Your Commission & these Instruct:ns.

It being provided by the 10th Article of the Treaty of Utrecht that the Limits & Boundaries between Hudsons Bay and the places appertaining to the French be settled by Commissaries on each part, which Limits both the British & French Subjects shall be wholly forbid to pass over, or thereby to go to each other by Sea or by Land.  You are to endeavour to get the said Limits settled in the following manner, That is to say,

That the same begin from the Island call'd Grimington's Island or Cape Perdrix in the Latitude of 58½ North, which 
the Company desire may be the Boundary between the British & French Subjects on the Coast of Laboradore towards Rupert's Land on the East Main & Nova Britannia on the French Side, and that no French Ship, Banque; Boat or Vessel whatsoever shall pass to the North Westward of Cape Perdrix or Grimington's Island towards

or",
"Great Britain Board of Trade plantation reports [5], 1717-1722",991411058805867_Ayer_MS_339_00368-1.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WUEHQ,"731

or unto the Streights or Bay of Hudson on any pretence whatsoever.  And further that a Line be drawn from the South Westward of the Island of Grinington or Cape Perdrix (so as to include the same within the Limits of the Bay) to the great Lake Miscosinke als[[?]] Mistoveny dividing the said Lake into two parts (as in the Map to be deliver'd to you.)  And that where the said Line shall cut the 49th Degree of Northern Latitude, another Line shall begin and be extended Westward from the said Lake upon the 49th Degree of Northern Latitude, over which said Lines so to be describ'd as above mention'd the French and all persons by them imploy'd shall be prohibited to pass to the Northward of the said 49th Degree of Latitude and to the North or Northwestward of the said Lake or suppos'd Line by Land or Water on or through any Rivers, Lakes or Countries to trade or erect any Forts or Settlements; And the British Subjects shall likewise be forbid to pass the said suppos'd Line either to the Southward or Eastward.  But you are to take especial Care in wording such Articles as shall be agreed on with the Commissary or Commissaries of His Most Christian Majesty upon this Head, that the said Boundaries be understood to regard the Trade of the Hudson's Bay Company only; That His Majesty does not thereby recede from His Right to any Lands in America not compriz'd within the said Boundaries & that no pretensions be thereby given to the French to claim any

Tracts",
"Great Britain Board of Trade plantation reports [5], 1717-1722",991411058805867_Ayer_MS_339_00369-0.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WULFP,"732.

Tracts of Land in America Southward or Southwest of the said Boundaries.

 And whereas it hath been represented by the said Company, That the French have since the peace at Utrecht Viz in 1715, made a Settlement at the Head of Albany River, upon which River the Company's principal Factory is settled whereby the French may intercept the Indian Trade from coming to the said Factory, and may in time utterly ruin the Trade of the Company, if not prevented.  You are to insist that the said Fort be given up or demolish'd by the French and their Subjects withdrawn from that Settlement.

Ane it being further provided by the 11th Article of the said Treaty that Satisfaction be made according to Justice & Equity to the Hudson's Bay Company for the Damages & Spoil done to their Colonies, Ships, persons & Goods by the hostile Incursions & Depredations of the French in time of peace.  And the said Company having deliver'd to His Maj:t's Commiss:rs for Trade & plantations an Account under their Common Seal of the Losses sustain'd by them from the French in time of peace, which will be deliver'd to you with proper Vouchers for the same.  You are in like manner to insist that Satisfaction be made to the Company, pursuant to the said Article.

And",
"Great Britain Board of Trade plantation reports [5], 1717-1722",991411058805867_Ayer_MS_339_00369-1.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WU0C5,"733.

And whereas by the 12th Article of the said Treaty, Nova Scotia or Accadie with its ancient Boundaries as also the City of Port Royal now call'd Annapolis Royal, and all other Things in those parts which depend on the said Lands & Islands, together with the Dominion propriety & possession of the said Lands, Islands &  places.  And all Right whatsoever by Treaties or by any other way obtain'd which the Most Christian King, the Crown of France or any the Subjects thereof have hitherto had to the said Lands, Islands & places, and the Inhabitants of the same were yielded & made over to the late Queen and to the Crown of Great Britain forever.  Except Cape Breton & the other Islands lying in the Mouth of the River of St. Laurence and in the Gulph of the same Name.  You are to take Notice that the Boundaries of Nova Scotia are describ'd by the Charter of King James the 1st to Sir William Alexander afterwards Earl of Sterling, bearing Date the 10th of Septem:r 1621 in the following Words Viz: ""All the Lands & Islands lying within the promontory commonly call'd Cape Sables being in the 43rd Degree of North Latitude or thereabouts, thence Westerly to the Bay commonly call'd St. Mary's Bay & from thence Northerly in a Streight Line by the Mouth of that Great Bay (which runs Easterly up the Country & divides the two Nations call'd Surriquois & Pechmines) to the River St. Crois thence Westerly to the Head of that River, thence Northerly to the next Bay, which discharges

it",
"Great Britain Board of Trade plantation reports [5], 1717-1722",991411058805867_Ayer_MS_339_00370-0.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7W7Q14,"""itself in the River St. Laurence thence Easterly along the Coast to the Bay of Gaspe, thence South Easterly to the Bacalio Isl: or Cape Breton, and leaving those Islands on the Right, and the Gulph of St. Laurence & Newfoundland & the Islands thereto belonging upon the left thence to Cape Breton in the Latitude of 45 Degrees or there abouts then South West to Cape Sables again.

But whereas in Consequence of the Treaty of Breda several other Lands were formerly deliver'd up by Sir Tho. Temple as part of Nova Scotia to the French, which Lands did belong to the Crown of Great Britain, altho they were not a part of Nova Scotia.  Since which time the French in Consequence of that Cession did make several Settlements upon the said Lands & others belonging likewise to the Crown of Great Britain, lying Westward & South Westward of Nova Scotia between the River of St. Laurence & Atlantick Ocean & did annex the same to Nova Scotia as appears by a Commission given by the late French King to Mr. Subercaic where he is term'd Governor of Accadie & Cape Breton Island & Islands adjacent from Cape Rosiers of the great River St. Laurence, as far as the East part of Kennebeck River; Now You are to insist that the French are oblig'd by the Treaty of Utrecht to deliver up all 

Lands",
"Great Britain Board of Trade plantation reports [5], 1717-1722",991411058805867_Ayer_MS_339_00370-1.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WU3E8,"735.

Lands and Settlements whatever which they have at any time possess'd as part of or dependent on Nova Scotia, and that His Most Christian Majesty has no Right to any Lands whatever lying between the said River of St. Laurence and the Atlantic Ocean except such Islands as lye in the Mouth of the said River and in the Gulph of St. Laurence, and are given up to the French by the Treaty of Utrecht; Wherefore You are to press that the necessary Orders be dispatch'd for the due Execution of this Article of the Treaty which hath not hitherto been fully comply'd with.

And whereas the French have for several Years since the Conclusion of the last peace taken upon them not only to fish on the Coast of Nova Scotia & on the Islands of Canceau, but likewise to make Settlements on the said Islands, Notwithstanding they are expressly prohibited by the 12th Article of the Treaty of Utrecht from fishing in any of the Seas, Bays & other places on the Coast of Nova Scotia that is to say, on those which lye towards the South East within thirty Leagues beginning from the Isl: commonly call'd Sable inclusive and thence stretching along towards the South West; You are hereby directed to insist that the French have no Right or Title to fish any where within 30 Leagues of the South East Coast of Nova Scotia beginning from the Island of Sable inclusively & thence stretching along to the 

South",
"Great Britain Board of Trade plantation reports [5], 1717-1722",991411058805867_Ayer_MS_339_00371-0.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WUA02,"736.

South West, or to fish or make any Settlements on the Islands of Canceau or any other Islands within the Gut or Bay of the same Name, which belong to His Maj:ty as  part of Nova Scotia, nothing being reserv'd to the French by the said Treaty except Cape Breton and the Islands lying within the Mouth of the River of St. Laurence or the Gulph of the same Name.  But if the French Commissary or Commissaries shou'd pretend to ground a more extensive Claim upon the Words of the said Treaty as it was sign'd in French than does appertain to them by the same Treaty as it was sign'd in Latin, You are to insist upon it that the Treaty in Latin is to be Your Guide in all Cases tho even by the Treaty in French they can have no Title to any Islands lying in the Bay or Gut of Canceau.

And whereas by the 14th Article of the said Treaty.  It is expressly provided that in all the said places & Colonies to be yielded & restor'd by the Most Christian King in pursuance of the said Treaty the Subjects of the said King may have Liberty to remove themselves within a Year to any other place together with all their movable Effects.  You are to take Notice that the French Inhabit: of Nova Scotia have long since elaps'd the Time for removing their persons & Effects from thence, And are thereby absolutely 

be",
"Great Britain Board of Trade plantation reports [5], 1717-1722",991411058805867_Ayer_MS_339_00371-1.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WUYMQ,"737.

become Subjects to the Crown of Great Britain.  And whereas they have hitherto refus'd to take the Oaths of Fidelity & Allegiance to His Maj:ty or to the late Queen being instigated thereunto by their priests & even by the Governors of Quebec and of Cape Breton.  As the Indians have also been to set up a Claim to all that Country, You are to use your utmost Endeavours to obtain a particular Order from the French Court requiring the said Governors of Quebec & Cape Breton and the Missionaries in those parts for the future not to interpose or meddle with any thing that does or may concern His Majesty's Interest in Nova Scotia, and particularly that they do not dissuade His Majesty's French Subjects there from taking the Paths of Fidelity & Allegiance to His Majesty, nor instigate the Indians to molest or disturb His Majesty's Subjects in those parts.

Whereas upon Application made by the French Court, We did lately cause Restitution to be made to Mons:r Hiriberry of a Ship taken off the Coast of Canceau by the Squirrel Man of War upon Assurance given by the French Minister residing here, that Orders had then been given by the French Court for Restitution to be made to His Majesty's Subjects of all such Ships or Effects as had been taken by the French by Way of Reprizal upon that account now in Case the said Restitution shall not have been made.  You are to insist that effectual Orders

be",
"Great Britain Board of Trade plantation reports [5], 1717-1722",991411058805867_Ayer_MS_339_00372-0.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7W7RUB,"738.

be given by the French Court for that purpose without further Delay. And at the same time you will take notice that this Reprizal was made directly contrary to the 16th Article of the Treaty of Utrecht.

It being especially provided by the 13th Article of the Treaty of Utrecht that after the Cession of Newfoundland made by His Most Christian Majesty, His Subjects shou'd not fish upon any part of the Coasts of the said Island except only from Cape Bonavista to the Northern point of the said Island, and from thence running down by the Western Side to Pointe  Riche.  Notwithstanding which provision, It has been represented that the French have sometimes taken upon them to fish on other parts of the said Island contrary to the express Words of the aforesaid Article.  You are to insist that the French Court do give strict Orders for the more punctual Observance thereof for the future.

Whereas the 5 Nations of Indians bordering upon New York are undoubtedly subject to the Crown of Great Britain whose Right of Dominion over them is fully acknowledg'd by the 15th Article of the said Treaty.  Now you are hereby directed to endeavour to procure an Order to the Gov:r of Canada & of Cape Breton requiring them in the strongest Terms not to molest or disturb

nor",
"Great Britain Board of Trade plantation reports [5], 1717-1722",991411058805867_Ayer_MS_339_00372-1.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WVQM4,"739.

nor to suffer the Indians in Alliance with the French to molest or disturb in any manner the said 5 Indian Nations.  Directing likewise them the said Governors and each of them to recall the Missionaries now settled among the said 5 Indian Nations, and not to permit any other Missionaries to go amongst them for the future upon any pretence whatsoever.

Whereas it is provided by the 11th Article of the said Treaty, that Satisfaction shall be made for all Ships or Goods taken by the Subjects of either Nation from the other in time of peace; You are hereby requir'd to insist that Satisfaction be made accordingly to such of His Majesty's Subjects whose Claims & Demands upon this Head shall be deliver'd to you herewith or transmitted to you hereafter, during the Course of Your Negotiation; But no Application having hitherto been made by the French Court to His Maj:ty concerning any Damage of this Nature sustain'd by their Subjects, if the Commissary or Commissaries of His most Christian Majesty shou'd demand Reparation for any Ships or Goods taken from the French in time of peace; before you enter into the Discussion of such Demands, You are to send home Copies of the several Cases to one of His Majesty's principal Secretaries of State, or to Our Secretary, during His Majesty's Absence in order to obtain full Information thereof from hence and to give the parties concern'd in Great Britain an Opportunity of making their Answer thereunto.  

And",
"Great Britain Board of Trade plantation reports [5], 1717-1722",991411058805867_Ayer_MS_339_00358-0.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WU74X,"709

August 14th 1719

Present
Sir Charles Cooke.     Mr. Pulteney.
Msr. Docminique.        Mr. Bladen.

Their Lordships taking further into Consideration Dr. Cox's Title to some Land in North America, call'd Carolana Florida, read.

A Report from Mr. Attorney Gen'l about Dr. Cox's Title to the said Province ___ Proprieties B Fol. 136.

Representation upon Doc'r. Cox's Petition to his Majesty about the Province of Carolana ___ D. fol. 139.

Order of Council of 21st Dec. 1699 upon the foregoing Representation relating to Doct. Cox's Pretensions.  D. fol. 143.

Representation with Doctor Cox's acco. of the Settlement alledg'd by him to have been made in the province of Carolana Florida. ___ D. fol. 146.

Letter from Dr. Cox about some late Discoveries made along the North West Coast of Mexico &c. ___ D. 165 ___ and

resolv'd",
"Great Britain Board of Trade plantation reports [5], 1717-1722",991411058805867_Ayer_MS_339_00358-1.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7W7VS5,"711.

resolv'd to send for Doctr. Cox on Tuesday next and talk with him further upon this subject.

After which their Lordships read Mr. Delafaye's Letter (mention'd in the minutes of 21st July last) relating to a Commission & Instructions for Col. Bladen; as also the 10th, 11th, 12th, 13th, 14th & 15th articles of the Treaty of Peace at Utrecht, to which the said Letter referrs, the purport whereof is as follows Viz.  The 10th Article stipulates that the French King shall restore to the Crown of Great Britain, to be possess'd in full Right for ever, the Bay & Streights of Hudson, together with all Lands, Seas, Sea Coasts &c w;hich are possess'd by France. ___ That it be determin'd within a year by Commissary to be appointed by each party, the Limits which are to be fix'd between the said Bay of Hudson, & the places belonging to the French ___ That the same Commissaries settle in like manner the Boundaries between the other British and and French Colonies in those parts.

The 11th Article stipulates, that the French King shall cause Satisfaction to made to the English Company Trading to the Hudson's Bay for all Damages &c they have sustain'd by the Hostile Incursions of the French in time of Peace.

The",
"Great Britain Board of Trade plantation reports [5], 1717-1722",991411058805867_Ayer_MS_339_00359-0.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WU6SO,"712

The same Commissaries to inquire as well concerning Ships taken by the French from his Majesty's Subjects, or by His Majesty's Subjects from the French in time of peace.

As also the Damages sustain'd by his Majesty's Subjects in the Island Montserrat & elsewhere.

Also the Complaints of the French relating to the Capitulation of Nevis.

And Fort of Gambia.

The 12th Article stipulates, that the French King shall deliver up St. Christophers to be possess'd alone by British Subjects.  

As also all Nova Scotia or Accadie, with its Ancient Boundaries.

The French Subjects not to fish on the Coasts of Nova Scotia, which lye Eastward within 30 Leagues from the Island Sables inclusively, thence towards the South West.

The 13th Art. stipulates that Newfoundland shall be deliver'd up to the Crown of England.

That",
"Great Britain Board of Trade plantation reports [5], 1717-1722",991411058805867_Ayer_MS_339_00359-1.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7W7ODI,"713.

That the French shall fish in that part only, which stretches from Cape Bonavista to the Northern point of the Island, from thence running down by the Westward Side as far as Point Riche.

That the Island Cape Breton & all others, in the Mouth of the River & in the Gulph of St. Laurence, shall belong to the French.

The 14th Article stipulates that the French Inhabitants shall remove out of the Countries given up within a year.

The 15th Article stipulates, that the French Subjects at Canada shall not disturb the 5 Nations, or any other Indians, Friends to the English.

The English Subjects to behave themselves in like manner to those who are in the French Interest.

That it be settled by Commissaries what Indians belong to the English & what to the French.

Then their Lordships gave Directions for preparing a Draught of a Commission and Instructions, pursuant to Mr. Delafaye's foremention'd Letter.

August",
"Great Britain Board of Trade plantation reports [5], 1717-1722",991411058805867_Ayer_MS_339_00360-0.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7W7X9R,"714

August the 18th 1719

Present
Mr. Docminique.  Mr. Pulteney
Mr. Bladen.

A Letter from Mr. Potter Secry to the Hudson's Bay Company of 14th Ins. with the Copy of the French King's Order to Mons. Jeremie, to deliver up the Bay & Streights of Hudson to the Queen of Great Britain, dated at Marley Aug. 6th 1713, was read.

Letter from Mr. Harris of 14th Ins. relating to the first Discoverers of Newfoundland concerning the Castle of Gambia & the Limits between the English and French in North America, was read.

Memorial from Mr. Harris, dated 10th Ins. concerning the Limits between England & France on the Continent of America, was read.

Order'd that a Letter be writ to the Secretary of the African Company to desire that some of the said Company wou'd attend the Board to Morrow Morning; as also to some Virginia & Maryland Merch:ts for the same purpose.

Doct.r",
"Great Britain Board of Trade plantation reports [5], 1717-1722",991411058805867_Ayer_MS_339_00360-1.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WU5QU,"715

Doctr. Cox attending, presented to the Board a Memorial containing some Proposals relating to the settling the Boundaries between the English & French plantations in America, which was read, and their Lordps asking him, what proof he had, that there ever had been any Settlements made in the Tract of Land he claims, he said he had been inform'd that formerly 14 English Men went from Carolina & settled a fort about 200 miles higher up the River Lusugala than ever any English Ships had been but that he had no proof of it having lost several of his Papers.

Their Lordships asking him what he had to offer in relation to the French Settlements at Missisippi, he said that he believ'd Mr. Danson, one of the Lords proprietors of Carolina, cou'd give their Lordships some account of that matter.
 
And Mr. Danson being call'd in he said, that Mr. Byth a Gentleman, who had liv'd some years among the Indians upon a Branch of the River Missisippi about 700 miles Westward of Charles Town was in Town, & that he wou'd bring him to the Board either to Morrow or Thursday, he added that Mr. John Faulkner & Mr. Thomas Colmer cou'd likewise give their 

Lordships",
"Great Britain Board of Trade plantation reports [5], 1717-1722",991411058805867_Ayer_MS_339_00361-0.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7W74I9,"716.

Lordships some Information in this Matter, He said further in Discourse that there was a Clause in the Charter of the Missisippi Company, that after seven years they are to furnish France with all the Tobacco it cou'd consume, which might prove very detrimental to Our Tobacco Trade.  That he was inform'd, that Company carry'd on with France a very good Trade in Skins, having already sent there very great Quantities.

These Gentlemen being withdrawn Order'd that a Letter be writ to Mr. John Faulkner & Mr. Tho. Colmer to acquaint them, that the Board desire to speak w'th them to Morrow Morning.

Aug.st 19th 1719
Present,
Sr. Charles Cooke.  Mr. Pulteney.
Mr. Docminique    Mr. Bladen.

Mr. Danson, Mr. Perry, Doct. Cox, Mr. Byth, Mr. Faulkner, Mr. Colmer, Capt. Reed & Doct. Frederick Claudius attending, as they had been desir'd, their Lordships ask'd them sev'l  Questions

in",
"Great Britain Board of Trade plantation reports [5], 1717-1722",991411058805867_Ayer_MS_339_00361-1.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WUMG1,"In relation to the French Settlements at Missisippi, Mr. Bath said, that he had liv’d among the Indians (with 6 or 7 white people which he had brought with him as Servts) on Cusaw River about 700 Miles from Charles Town; That several hundreds of the English of Carolina traded there; That the French had a Settlement upon the same River, but nearer to the Sea, That  the English had traded with the Indians above 30 Years. That the Indians were not then subject to the French.

Capn Reed said, that to his Knowledge the River Potomac in Maryland was navigable for above 150 Miles up into the Country, and that he had been inform’d some had said up for above 200 Miles, and that there it was not fordable; That the Virginians being at Enmity with the Indians have given 5 £ a head for every Indian that was kill’d; That the Reason why the Indians won’t be friends with the Virginians is because they don’t make any acknowledgment to them for the Land they take up, That the People in Maryland were always Friends with the Indians, That some of their Indians proferr’d to carry some English to the French Settlement from the Indians Settlement on MIssisippi in two Days; That the Indians never settle long in a place, as soon as the Land where they settled is worn out, they remove to another.",
"Great Britain Board of Trade plantation reports [5], 1717-1722",991411058805867_Ayer_MS_339_00362-0.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7W71KB,"Mr. Danson being ask’d how far Westward the people of Carolina understood their Boundaries to extend, he said they extended westward as far as the ocean, and that they traded with all the Indians that way, but that they had no forts that way at all.

Mr. Byth said, That if the French shou’d take St. Augustine & keep Cape Breton with their new Settlement on Missisippi they wou’d entirely ruin all Our Trade to those Parts, that there were about 1500 white men in Carolina & that with the Assistance of two Ships they might take St. Augustine, which woud be a Barrier to Our Plantations, the Spaniards not having above 80 men in it who were supply’d with provisions from the Havana.

Mr. Colmer said that Mr. Laws told him he had been inform’d the French had already sent 8000 Negroes to Missisippi.

Mr Byth being desir’d by the Board to put into Writing what he had to offer in relation to the several matters he had spoke of to the Board, he promis’d to do it.

Orrder’d that, Bibye Lake be acquainted that the Board desire to speak with him tomorrow morning.

Their",
"Great Britain Board of Trade plantation reports [5], 1717-1722",991411058805867_Ayer_MS_339_00362-1.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WU1DB,"719

Their Lordships having fully considered Dr. Cox's Mem'l & several other papers relating to his Grant of Carolana Florida, were of Opinion that it wou'd be of great advantage to the British Colonies, that Settlements shou'd be made there.

Their Lordships took into further Consideration Col. Bladen's Instructions & made a Progress therein.

August 20th 1719
Present
Sir Charles Cooke.  Mr.  Pulteney.
Mr. Docminique.  Mr. Bladen.

Their Lordships taking into further Consideration Col. Bladen Instructions made a Progress therein.

Mr. Capon attending, their Lord'ps ask'd him in what places of Nova Scotia the French have fish'd in since the Treaty of Utrecht, he said that they fish'd on that Side the Gut of Canco next Us, but that the New England Men had first began to fish on their Side, which he believ'd was the Reason why they fish'd on Ours; Being ask'd at

what",
"Great Britain Board of Trade plantation reports [5], 1717-1722",991411058805867_Ayer_MS_339_00353-0.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7W7TVK,"700

their Interest & Methods propos'd to be us'd by Ils for Our Defence & Security against the Designs of the French.  Plan:  Gen:  A fol 42

Mr. Nelson's Scheme to reduce Canada with an Acct of those Settlements.  D A fol 54

Representation from the Board concerning the Northern Colonies of America recommending the Methods propos'd by Mr. Nelson for propagating the British Interest in those Colonies & proposing the constituting a Captain General dated Septem. 30th 1696.  D A fol 59

Letter from Mr. Randolph to the Board dated at New York the 16th May 1698 about the Boundaries between the English & French Plantations. D A fol 305

Letter to Mr. Lecry Vernon about the Encroachments of the French upon the Eastern Parts of New England both by Sea and Land. dated 29th Dec. 1698 ___ N. England B fol 84

L: to Mr. Lecry Vernon about the Encroachments of the French upon the English Territories on the Continent of America & the Right of Fishery in the adjoining Seas; dated 17th July 1698.  Plan & Gen: B fol 12. 

Extract out of Ogleby's America relating to a Grant from King Charles 1st to Sir Lewis Kirke &[[?]] for fishing &[[?]] in Canada River.  N. Engl: B fol 112.  

August",
"Great Britain Board of Trade plantation reports [5], 1717-1722",991411058805867_Ayer_MS_339_00353-1.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WUZ3P,"701

August 11th 1719
Present
Sir Charles Cooke.  Mr. Pulteney.
Mr. Docminique.  Mr. Bladen.

Their Lordps taking into Consideration the Business relating to the Boundaries between the English & French Plantations in America read

The Alternatives propos'd by the French Ambassador relating to the Limits between the English & the French in America.  N. Engl. C: fol 10

Observations upon the foregoing Proposals.  N. England C. fol 12

A Letter from the Lord Bellomont about the Indians the Boundaries between the English & French on the Northern Continent of America dated 7th May 1700.  D. fol. 70

Copy of Capt Alden's Memorial about the Bounds of New England & Accadie D. J N. 37

Copy of a Letter from Mons. Denis to the French King relating to the Eastern Country on the Continent of America.  D. N. 38

A Letter from the Earl of Bellomont to the Board dated 15th July 1700.  D. C. fol. 202

A",
"Great Britain Board of Trade plantation reports [5], 1717-1722",991411058805867_Ayer_MS_339_00354-0.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WU4X9,"702

A Memorial from Mr. Nelson relating to the Fishery on the Coast of Nova Scotia & other things to be had in Consideration when Commiss. shall be appointed pursuant to the Treaty of Peace.  New England A fol 310

Memorials from Sir Henry Ashurst & Mr. Nelson about what has happen'd between the English & French in New England since 1667.  Trade foreign fol 158

Answer to the Ambassadors Enquiry about Alterations in the Plantations sent to Mr. Lecry Trumbol.  Trade for'r fol 160

Letter to Mr. Secretary Vernon about Incroachments of the French on the East of New England.  New England B fol 85

Letter from Mr. Bridger about D. N. England B fol 106

Acct. of what pass'd between Mr. Alden & Mons St. Castin about Boundaries on 13th June 1700.  New England C fol 168

Their Lordps taking into Consideration the Invasion of the French on Montserrat read

A Letter from Mr. Dan Smith giving an Acct of an Invasion by the French on Montserrat dated 11th July 1712.  Leew. Islands Bun N. 160",
"Great Britain Board of Trade plantation reports [5], 1717-1722",991411058805867_Ayer_MS_339_00354-1.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WUGAK,"703

Letter from the Lieut. Govr. of  St. Christophers giving a like Acct. dated 19th July 1712
Leew. Islands Bun. N. 161

D. of 9th August 1712 N. 162

L. of Major Douglas dated 13th Augst: 1712 relating to the same Invasion.  N. 103

D. of 25th of Aug'st 1712 with several Papers relating thereto.  N 164,165,166,169

L: from Lord Bolingbroke with a Pet'n in behalf of the Inhabit'ts of Montserrat.  O. 36.37.

Order from Montserrat to Mr. Douglas relating to sending Sollicitors to England.  O. 63.

Mem. from Col. Douglas.  O. 64

L: to L'd Bolingbroke of 13th May 1714 and resolv'd upon the whole that it should be an Instruction to Col. Bladen to insist upon the Satisfaction due to the Sufferers of the Island of Montserrat pursuant to the [[?]] Article of the Treaty of Peace.

Order'd that a Letter be written to Mr. Keith to thank him for the Acct. he sent of the French Settlements at Missisipi

Order'd that a Letter be writ to the Hudson's Bay Company to remind them of the Letter writ them the 28th of July last desiring what they may have to offer in relation to their Demands upon the French on Acct. of their Losses.

Order'd",
"Great Britain Board of Trade plantation reports [5], 1717-1722",991411058805867_Ayer_MS_339_00355-0.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7W7W7W,"704.

Order'd that a Letter be writ to Mr. Rowland Lyon to acquaint him that the Board desire to speak with him & any of the Gents that sign'd the Memorial with him in 1714 in behalf of the Sufferers of Montserrat tomorrow morning

August 12th 1719
Present
Sir Charles Cooke.  Mr. Pulteney
Mr. Docminique.  Mr. Bladen

Their Lordps taking into Consideration the Demands of the Hudson's Bay Company on the French pursuant to the 11th Article of the Treaty of Peace read the Transactions between England & France relating to Hudson's Bay in 1687 & resolv'd to take that Matter into further Consideration tomorrow morning.

Order'd that a Letter be writ to Mr. Harris to acquaint him that the Board desire he would give them the best Information he is able whether the French have any Demands to make in relation to the Castle of Gambia, & that he would let their Lordps have as soon as possible what he has to offer in relation to the French Settlements at Missisipi, and in Answer to the Letter writ  him the 5th Insts relating to the first Discoverers of Newfoundland.

August",
